info,command,/afs/enea.it/por/user/mcolonna/private/ime/bin/tester -no-cnd-set -no-cnd-readback -energy-reading -o /afs/enea.it/por/user/mcolonna/PFS/por/tirocinio/results/balance/SPK/double/P144/MS42240/csv/SPKFT2_nf2_cp144_tnp146_ms42240_double_lby_r1_W60_20240103_225426.csv -r 1 -nm 42240 -ft 2 -npf 2 -fr 2 -fl 2 -nps 2 -spk-cp 21120 -spk-nb 22 -i /afs/enea.it/fra/user/artioli/PFS/tmp/data/test_matrices/double_rank42240_cnd1000_seed1 -type double --run SPK-pDGESV-ft 
info,year,2024
info,month,1
info,day,4
info,hour,12
info,minute,34
info,second,1
info,number of MPI ranks,146
info,number of OMP threads,1
info,number of BLACS rows,12
info,number of BLACS columns,12
info,number of processes,146
info,number of calc processes,144
info,number of spare processes,2
info,number of faulty processes,2
info,fault tolerance,2
info,failing rank,2
info,failing level,2
info,checkpoint skip interval,21120
info,seed,1
info,condition number set,1
info,condition number got,-1
info,matrix size,42240
info,scalapack blocking factor,22
info,ime blocking factor,1
info,repetitions,1
head,code name,run num. (0=avg,-1=mdn),exit code (0=ok),run time,rel.err.
data,SPK-pDGESV-ft,1,-99,123,8.53858707169297837
data,SPK-pDGESV-ft(core),1,-99,108,8.53858707169297837
data,SPK-pDGESV-ft,0,-99,123,8.53858707169297837
data,SPK-pDGESV-ft(core),0,-99,108,8.53858707169297837
data,SPK-pDGESV-ft,-1,-99,123,8.53858707169297837
data,SPK-pDGESV-ft(core),-1,-99,108,8.53858707169297837
