ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
SPKft      single     8   0   144     8       152     42240   4      2   2   21120   22   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms42240_single_lbn_r1_W60_20231228_101832                                   
SPKft      single     8   8   144     8       152     42240   4      2   2   21120   22   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms42240_single_lbn_r1_W60_20231228_101832                                   
SPKft      double     8   0   144     8       152     42240   4      2   2   21120   22   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms42240_double_lbn_r1_W60_20231228_101832                                   
SPKft      double     8   8   144     8       152     42240   4      2   2   21120   22   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms42240_double_lbn_r1_W60_20231228_101833                                   
SPKft      single     8   0   144     8       152     42240   4      2   2   21120   22   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms42240_single_lby_r1_W60_20231228_101833                                   
SPKft      single     8   8   144     8       152     42240   4      2   2   21120   22   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms42240_single_lby_r1_W60_20231228_101833                                   
SPKft      double     8   0   144     8       152     42240   4      2   2   21120   22   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms42240_double_lby_r1_W60_20231228_101833                                   
SPKft      double     8   8   144     8       152     42240   4      2   2   21120   22   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms42240_double_lby_r1_W60_20231228_101833                                   
SPKft      single     8   0   144     8       152     36960   4      2   2   18480   22   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms36960_single_lbn_r1_W60_20231228_101833                                   
SPKft      single     8   8   144     8       152     36960   4      2   2   18480   22   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms36960_single_lbn_r1_W60_20231228_101833                                   
SPKft      double     8   0   144     8       152     36960   4      2   2   18480   22   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms36960_double_lbn_r1_W60_20231228_101833                                   
SPKft      double     8   8   144     8       152     36960   4      2   2   18480   22   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms36960_double_lbn_r1_W60_20231228_101834                                   
SPKft      single     8   0   144     8       152     36960   4      2   2   18480   22   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms36960_single_lby_r1_W60_20231228_101834                                   
SPKft      single     8   8   144     8       152     36960   4      2   2   18480   22   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms36960_single_lby_r1_W60_20231228_101834                                   
SPKft      double     8   0   144     8       152     36960   4      2   2   18480   22   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms36960_double_lby_r1_W60_20231228_101834                                   
SPKft      double     8   8   144     8       152     36960   4      2   2   18480   22   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms36960_double_lby_r1_W60_20231228_101834                                   
SPKft      single     8   0   144     8       152     31680   4      2   2   15840   24   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms31680_single_lbn_r1_W60_20231228_101834                                   
SPKft      single     8   8   144     8       152     31680   4      2   2   15840   24   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms31680_single_lbn_r1_W60_20231228_101834                                   
SPKft      double     8   0   144     8       152     31680   4      2   2   15840   24   N     -       1   60   SPKFT8_nf0_cp144_tnp152_ms31680_double_lbn_r1_W60_20231228_101834                                   
SPKft      double     8   8   144     8       152     31680   4      2   2   15840   24   N     -       1   60   SPKFT8_nf8_cp144_tnp152_ms31680_double_lbn_r1_W60_20231228_101835                                   
SPKft      single     8   0   144     8       152     31680   4      2   2   15840   24   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms31680_single_lby_r1_W60_20231228_101835                                   
SPKft      single     8   8   144     8       152     31680   4      2   2   15840   24   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms31680_single_lby_r1_W60_20231228_101835                                   
SPKft      double     8   0   144     8       152     31680   4      2   2   15840   24   Y     19      1   60   SPKFT8_nf0_cp144_tnp152_ms31680_double_lby_r1_W60_20231228_101835                                   
SPKft      double     8   8   144     8       152     31680   4      2   2   15840   24   Y     19      1   60   SPKFT8_nf8_cp144_tnp152_ms31680_double_lby_r1_W60_20231228_101835                                   
