ALGORITHM  PRECISION  FT  NF  CPROCS  SPROCS  TPROCS  MATSIZE NODES  FL  FR  SPK-CP  BKF  SBAL  NxSOCK  R   WT   JOB_NAME                                                                                            
IMeCOft    single     8   0   256     128     384     15840   8      2   2   -       -    Y     24      1   8    IMeCOFT8_nf0_cp256_tnp384_ms15840_single_lby_r1_W8_20231212_101852                                  
SPKft      single     8   0   256     8       264     15840   6      2   2   7920    22   Y     22      1   8    SPKFT8_nf0_cp256_tnp264_ms15840_single_lby_r1_W8_20231212_101853                                    
IMeCOft    single     8   8   256     128     384     15840   8      2   2   -       -    Y     24      1   8    IMeCOFT8_nf8_cp256_tnp384_ms15840_single_lby_r1_W8_20231212_101853                                  
SPKft      single     8   8   256     8       264     15840   6      2   2   7920    22   Y     22      1   8    SPKFT8_nf8_cp256_tnp264_ms15840_single_lby_r1_W8_20231212_101853                                    
IMeCOft    double     8   0   256     128     384     15840   8      2   2   -       -    Y     24      1   8    IMeCOFT8_nf0_cp256_tnp384_ms15840_double_lby_r1_W8_20231212_101853                                  
SPKft      double     8   0   256     8       264     15840   6      2   2   7920    22   Y     22      1   8    SPKFT8_nf0_cp256_tnp264_ms15840_double_lby_r1_W8_20231212_101853                                    
IMeCOft    double     8   8   256     128     384     15840   8      2   2   -       -    Y     24      1   8    IMeCOFT8_nf8_cp256_tnp384_ms15840_double_lby_r1_W8_20231212_101853                                  
SPKft      double     8   8   256     8       264     15840   6      2   2   7920    22   Y     22      1   8    SPKFT8_nf8_cp256_tnp264_ms15840_double_lby_r1_W8_20231212_101853                                    
IMeCOft    single     4   0   256     64      320     15840   7      2   2   -       -    Y     23      1   8    IMeCOFT4_nf0_cp256_tnp320_ms15840_single_lby_r1_W8_20231212_101854                                  
SPKft      single     4   0   256     4       260     15840   6      2   2   7920    22   Y     22      1   8    SPKFT4_nf0_cp256_tnp260_ms15840_single_lby_r1_W8_20231212_101854                                    
IMeCOft    single     4   4   256     64      320     15840   7      2   2   -       -    Y     23      1   8    IMeCOFT4_nf4_cp256_tnp320_ms15840_single_lby_r1_W8_20231212_101854                                  
SPKft      single     4   4   256     4       260     15840   6      2   2   7920    22   Y     22      1   8    SPKFT4_nf4_cp256_tnp260_ms15840_single_lby_r1_W8_20231212_101854                                    
IMeCOft    double     4   0   256     64      320     15840   7      2   2   -       -    Y     23      1   8    IMeCOFT4_nf0_cp256_tnp320_ms15840_double_lby_r1_W8_20231212_101854                                  
SPKft      double     4   0   256     4       260     15840   6      2   2   7920    22   Y     22      1   8    SPKFT4_nf0_cp256_tnp260_ms15840_double_lby_r1_W8_20231212_101854                                    
IMeCOft    double     4   4   256     64      320     15840   7      2   2   -       -    Y     23      1   8    IMeCOFT4_nf4_cp256_tnp320_ms15840_double_lby_r1_W8_20231212_101855                                  
SPKft      double     4   4   256     4       260     15840   6      2   2   7920    22   Y     22      1   8    SPKFT4_nf4_cp256_tnp260_ms15840_double_lby_r1_W8_20231212_101855                                    
IMeCOft    single     2   0   256     32      288     15840   6      2   2   -       -    Y     24      1   8    IMeCOFT2_nf0_cp256_tnp288_ms15840_single_lby_r1_W8_20231212_101855                                  
SPKft      single     2   0   256     2       258     15840   6      2   2   7920    22   Y     22      1   8    SPKFT2_nf0_cp256_tnp258_ms15840_single_lby_r1_W8_20231212_101855                                    
IMeCOft    single     2   2   256     32      288     15840   6      2   2   -       -    Y     24      1   8    IMeCOFT2_nf2_cp256_tnp288_ms15840_single_lby_r1_W8_20231212_101855                                  
SPKft      single     2   2   256     2       258     15840   6      2   2   7920    22   Y     22      1   8    SPKFT2_nf2_cp256_tnp258_ms15840_single_lby_r1_W8_20231212_101855                                    
IMeCOft    double     2   0   256     32      288     15840   6      2   2   -       -    Y     24      1   8    IMeCOFT2_nf0_cp256_tnp288_ms15840_double_lby_r1_W8_20231212_101855                                  
SPKft      double     2   0   256     2       258     15840   6      2   2   7920    22   Y     22      1   8    SPKFT2_nf0_cp256_tnp258_ms15840_double_lby_r1_W8_20231212_101855                                    
IMeCOft    double     2   2   256     32      288     15840   6      2   2   -       -    Y     24      1   8    IMeCOFT2_nf2_cp256_tnp288_ms15840_double_lby_r1_W8_20231212_101856                                  
SPKft      double     2   2   256     2       258     15840   6      2   2   7920    22   Y     22      1   8    SPKFT2_nf2_cp256_tnp258_ms15840_double_lby_r1_W8_20231212_101856                                    
IMeCOft    single     1   0   256     16      272     15840   6      2   2   -       -    Y     23      1   8    IMeCOFT1_nf0_cp256_tnp272_ms15840_single_lby_r1_W8_20231212_101856                                  
SPKft      single     1   0   256     1       257     15840   6      2   2   7920    22   Y     22      1   8    SPKFT1_nf0_cp256_tnp257_ms15840_single_lby_r1_W8_20231212_101856                                    
IMeCOft    single     1   1   256     16      272     15840   6      2   2   -       -    Y     23      1   8    IMeCOFT1_nf1_cp256_tnp272_ms15840_single_lby_r1_W8_20231212_101856                                  
SPKft      single     1   1   256     1       257     15840   6      2   2   7920    22   Y     22      1   8    SPKFT1_nf1_cp256_tnp257_ms15840_single_lby_r1_W8_20231212_101856                                    
IMeCOft    double     1   0   256     16      272     15840   6      2   2   -       -    Y     23      1   8    IMeCOFT1_nf0_cp256_tnp272_ms15840_double_lby_r1_W8_20231212_101856                                  
SPKft      double     1   0   256     1       257     15840   6      2   2   7920    22   Y     22      1   8    SPKFT1_nf0_cp256_tnp257_ms15840_double_lby_r1_W8_20231212_101856                                    
